ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,PASSENGERS
11109,11603,1.0
11109,11603,1.0
11109,11986,1.0
11109,13342,1.0
11109,13796,1.0
11109,13796,1.0
11109,13930,1.0
11109,13930,1.0
11109,14831,1.0
11109,14831,1.0
11109,14893,1.0
11111,14689,1.0
11136,10329,1.0
11136,11714,1.0
11136,14027,1.0
11136,15304,1.0
11140,10397,1.0
11140,11109,1.0
11140,11278,1.0
11140,11278,1.0
11140,11292,1.0
11140,12992,1.0
11140,13158,1.0
11140,13232,1.0
11140,13871,1.0
11140,14831,1.0
11165,12932,1.0
11193,10257,1.0
11193,10980,1.0
11193,11057,1.0
11193,11066,1.0
11193,11433,1.0
11193,11884,1.0
11193,12266,1.0
11193,12339,1.0
11193,13303,1.0
11193,13931,1.0
11193,14683,1.0
11193,14711,1.0
11193,15016,1.0
11193,15016,1.0
11203,15919,1.0
11214,10184,1.0
11214,10247,1.0
11214,10247,1.0
11214,10783,1.0
11214,11214,1.0
11214,11630,1.0
11214,11630,1.0
11214,11630,1.0
11214,13806,1.0
11214,15731,1.0
11227,10405,1.0
11227,10551,1.0
11227,10551,1.0
11227,10551,1.0
11227,10551,1.0
11227,10551,1.0
11227,10551,1.0
11227,11492,1.0
11227,11492,1.0
11227,12708,1.0
11227,12779,1.0
11227,12851,1.0
11227,12851,1.0
11227,13710,1.0
11227,13710,1.0
11227,13894,1.0
11227,13894,1.0
11227,14130,1.0
11227,14130,1.0
11227,14282,1.0
11227,15282,1.0
11227,15862,1.0
11241,10551,1.0
11245,15236,1.0
11252,10171,1.0
11252,14986,1.0
11259,10529,1.0
11259,10792,1.0
11259,11638,1.0
11259,11986,1.0
11259,11986,1.0
11259,12264,1.0
11259,12889,1.0
11259,12932,1.0
11259,13303,1.0
11259,13931,1.0
11259,14057,1.0
11259,14307,1.0
11259,14576,1.0
11259,14747,1.0
11259,14771,1.0
11259,14771,1.0
11259,15167,1.0
11259,15376,1.0
11259,15618,1.0
11259,15618,1.0
11259,15618,1.0
11259,15618,1.0
